Time of Occurrence,City,Crime Description,Victim Age,Victim Gender,Time
2024-07-08 23:26:00,Mumbai,VEHICLE - STOLEN,78,F,23:26:00
2024-07-09 06:40:00,Ahmedabad,DOMESTIC VIOLENCE,76,F,06:40:00
2024-07-08 23:03:00,Hyderabad,VANDALISM,64,F,23:03:00
2024-07-09 07:43:00,Bangalore,BURGLARY,11,F,07:43:00
2024-07-08 23:01:00,Kanpur,BURGLARY,18,F,23:01:00
2024-07-09 01:28:00,Nagpur,DOMESTIC VIOLENCE,66,F,01:28:00
2024-07-09 20:44:00,Bangalore,DOMESTIC VIOLENCE,55,F,20:44:00
2024-07-09 08:17:00,Visakhapatnam,FRAUD,20,F,08:17:00
2024-07-09 09:36:00,Mumbai,TRAFFIC VIOLATION,44,M,09:36:00
2024-07-09 09:15:00,Pune,TRAFFIC VIOLATION,63,F,09:15:00
2024-07-09 21:34:00,Pune,HOMICIDE,21,M,21:34:00
2024-07-09 18:49:00,Surat,SEXUAL ASSAULT,36,F,18:49:00
2024-07-09 04:58:00,Pune,EXTORTION,42,F,04:58:00
2024-07-09 22:58:00,Bangalore,COUNTERFEITING,41,M,22:58:00
2024-07-09 07:04:00,Pune,SEXUAL ASSAULT,10,F,07:04:00
2024-07-10 05:14:00,Pune,CYBERCRIME,51,M,05:14:00
2024-07-09 17:41:00,Mumbai,DOMESTIC VIOLENCE,38,F,17:41:00
2024-07-10 03:09:00,Chennai,SEXUAL ASSAULT,55,F,03:09:00
2024-07-09 18:42:00,Bangalore,SHOPLIFTING,40,F,18:42:00
2024-07-10 01:13:00,Delhi,ROBBERY,61,F,01:13:00
2024-07-10 03:24:00,Bangalore,KIDNAPPING,39,M,03:24:00
2024-07-09 20:10:00,Indore,KIDNAPPING,65,F,20:10:00
2024-07-10 12:23:00,Mumbai,DOMESTIC VIOLENCE,23,M,12:23:00
2024-07-10 09:08:00,Chennai,KIDNAPPING,31,M,09:08:00
2024-07-10 00:34:00,Chennai,TRAFFIC VIOLATION,78,M,00:34:00
2024-07-10 12:43:00,Varanasi,DRUG OFFENSE,67,F,12:43:00
2024-07-09 22:24:00,Delhi,SEXUAL ASSAULT,48,M,22:24:00
2024-07-10 16:03:00,Delhi,EXTORTION,60,F,16:03:00
2024-07-10 16:23:00,Surat,CYBERCRIME,49,F,16:23:00
2024-07-09 21:16:00,Ahmedabad,DOMESTIC VIOLENCE,76,F,21:16:00
2024-07-10 01:46:00,Mumbai,DRUG OFFENSE,75,M,01:46:00
2024-07-10 12:40:00,Kolkata,HOMICIDE,16,F,12:40:00
2024-07-10 03:25:00,Kolkata,HOMICIDE,46,F,03:25:00
2024-07-10 02:01:00,Bangalore,DOMESTIC VIOLENCE,72,F,02:01:00
2024-07-10 08:15:00,Vasai,BURGLARY,77,F,08:15:00
2024-07-10 04:18:00,Bangalore,FIREARM OFFENSE,37,F,04:18:00
2024-07-10 08:00:00,Chennai,TRAFFIC VIOLATION,20,F,08:00:00
2024-07-10 13:49:00,Chennai,KIDNAPPING,33,F,13:49:00
2024-07-10 13:12:00,Visakhapatnam,SHOPLIFTING,57,M,13:12:00
2024-07-10 22:06:00,Pune,TRAFFIC VIOLATION,67,F,22:06:00
2024-07-10 08:30:00,Mumbai,ASSAULT,74,F,08:30:00
2024-07-10 18:19:00,Mumbai,ILLEGAL POSSESSION,10,F,18:19:00
2024-07-11 08:34:00,Lucknow,DOMESTIC VIOLENCE,40,F,08:34:00
2024-07-10 20:38:00,Bangalore,BURGLARY,72,F,20:38:00
2024-07-11 06:30:00,Nagpur,DRUG OFFENSE,29,M,06:30:00
2024-07-10 17:10:00,Delhi,PUBLIC INTOXICATION,26,F,17:10:00
2024-07-10 22:25:00,Visakhapatnam,VEHICLE - STOLEN,69,F,22:25:00
2024-07-10 20:33:00,Bhopal,FIREARM OFFENSE,14,F,20:33:00
2024-07-10 19:06:00,Indore,CYBERCRIME,43,M,19:06:00
2024-07-11 03:02:00,Mumbai,EXTORTION,73,F,03:02:00
2024-07-11 14:40:00,Chennai,BURGLARY,65,M,14:40:00
2024-07-10 20:27:00,Jaipur,HOMICIDE,67,M,20:27:00
2024-07-11 10:04:00,Bangalore,SHOPLIFTING,27,M,10:04:00
2024-07-10 23:15:00,Kolkata,CYBERCRIME,61,M,23:15:00
2024-07-11 14:44:00,Bangalore,IDENTITY THEFT,23,F,14:44:00
2024-07-11 10:01:00,Kalyan,SEXUAL ASSAULT,21,M,10:01:00
2024-07-11 13:03:00,Kolkata,FIREARM OFFENSE,64,F,13:03:00
2024-07-11 11:23:00,Pune,ILLEGAL POSSESSION,19,F,11:23:00
2024-07-11 12:38:00,Faridabad,ARSON,53,F,12:38:00
2024-07-11 07:13:00,Delhi,EXTORTION,66,M,07:13:00
2024-07-11 10:21:00,Hyderabad,COUNTERFEITING,24,F,10:21:00
2024-07-11 08:15:00,Kolkata,IDENTITY THEFT,27,F,08:15:00
2024-07-11 11:09:00,Ahmedabad,FRAUD,20,M,11:09:00
2024-07-11 19:33:00,Bangalore,TRAFFIC VIOLATION,29,M,19:33:00
2024-07-11 16:27:00,Srinagar,VEHICLE - STOLEN,11,M,16:27:00
2024-07-11 20:30:00,Bangalore,ROBBERY,37,F,20:30:00
2024-07-11 11:07:00,Visakhapatnam,TRAFFIC VIOLATION,35,M,11:07:00
2024-07-12 09:25:00,Mumbai,KIDNAPPING,31,M,09:25:00
2024-07-12 01:34:00,Kalyan,DOMESTIC VIOLENCE,45,F,01:34:00
2024-07-11 19:21:00,Nagpur,DOMESTIC VIOLENCE,35,F,19:21:00
2024-07-12 10:12:00,Rajkot,SEXUAL ASSAULT,39,M,10:12:00
2024-07-11 21:46:00,Delhi,FIREARM OFFENSE,30,F,21:46:00
2024-07-12 08:57:00,Bangalore,SHOPLIFTING,29,M,08:57:00
2024-07-12 13:13:00,Mumbai,VANDALISM,66,F,13:13:00
2024-07-12 04:15:00,Jaipur,COUNTERFEITING,58,F,04:15:00
2024-07-12 06:57:00,Mumbai,HOMICIDE,56,F,06:57:00
2024-07-12 05:26:00,Bangalore,TRAFFIC VIOLATION,73,F,05:26:00
2024-07-12 00:34:00,Mumbai,DRUG OFFENSE,31,F,00:34:00
2024-07-12 08:02:00,Kanpur,CYBERCRIME,21,F,08:02:00
2024-07-12 10:40:00,Agra,FIREARM OFFENSE,15,F,10:40:00
2024-07-12 09:42:00,Lucknow,EXTORTION,27,F,09:42:00
2024-07-12 09:47:00,Pune,ARSON,67,M,09:47:00
2024-07-12 14:45:00,Kolkata,FIREARM OFFENSE,40,F,14:45:00
2024-07-12 06:59:00,Mumbai,EXTORTION,33,M,06:59:00
2024-07-12 04:13:00,Chennai,SHOPLIFTING,55,F,04:13:00
2024-07-12 09:52:00,Kolkata,SHOPLIFTING,20,F,09:52:00
2024-07-13 00:36:00,Srinagar,FRAUD,28,M,00:36:00
2024-07-12 22:38:00,Ludhiana,ROBBERY,43,F,22:38:00
2024-07-12 20:21:00,Delhi,DOMESTIC VIOLENCE,65,F,20:21:00
2024-07-12 10:18:00,Mumbai,ILLEGAL POSSESSION,42,F,10:18:00
2024-07-12 22:49:00,Mumbai,SEXUAL ASSAULT,30,F,22:49:00
2024-07-12 11:26:00,Agra,FIREARM OFFENSE,59,M,11:26:00
2024-07-12 13:19:00,Indore,IDENTITY THEFT,45,F,13:19:00
2024-07-13 10:20:00,Lucknow,FIREARM OFFENSE,12,F,10:20:00
2024-07-12 23:29:00,Kolkata,ASSAULT,63,F,23:29:00
2024-07-13 07:23:00,Hyderabad,SEXUAL ASSAULT,52,F,07:23:00
2024-07-12 20:50:00,Jaipur,IDENTITY THEFT,34,M,20:50:00
2024-07-13 00:34:00,Delhi,IDENTITY THEFT,25,F,00:34:00
2024-07-12 20:48:00,Delhi,COUNTERFEITING,42,F,20:48:00
2024-07-13 00:41:00,Delhi,FRAUD,40,F,00:41:00
2024-07-13 18:48:00,Chennai,SEXUAL ASSAULT,11,F,18:48:00
2024-07-13 18:02:00,Bangalore,SHOPLIFTING,74,M,18:02:00
2024-07-13 12:36:00,Delhi,VEHICLE - STOLEN,26,F,12:36:00
2024-07-13 02:26:00,Ahmedabad,DOMESTIC VIOLENCE,77,F,02:26:00
2024-07-13 02:39:00,Mumbai,ROBBERY,63,F,02:39:00
2024-07-13 11:28:00,Nagpur,ILLEGAL POSSESSION,12,F,11:28:00
2024-07-13 07:26:00,Kolkata,TRAFFIC VIOLATION,59,M,07:26:00
2024-07-13 12:03:00,Jaipur,IDENTITY THEFT,11,F,12:03:00
2024-07-13 20:56:00,Surat,COUNTERFEITING,14,F,20:56:00
2024-07-13 15:09:00,Kolkata,VANDALISM,17,F,15:09:00
2024-07-13 05:40:00,Mumbai,COUNTERFEITING,35,F,05:40:00
2024-07-13 06:24:00,Ghaziabad,BURGLARY,23,F,06:24:00
2024-07-13 14:17:00,Jaipur,DRUG OFFENSE,31,F,14:17:00
2024-07-13 13:59:00,Hyderabad,SEXUAL ASSAULT,79,F,13:59:00
2024-07-13 18:34:00,Delhi,TRAFFIC VIOLATION,33,F,18:34:00
2024-07-13 11:27:00,Thane,TRAFFIC VIOLATION,49,F,11:27:00
2024-07-13 17:07:00,Hyderabad,SHOPLIFTING,46,F,17:07:00
2024-07-13 16:05:00,Chennai,ILLEGAL POSSESSION,64,F,16:05:00
2024-07-13 22:09:00,Ludhiana,HOMICIDE,17,F,22:09:00
2024-07-13 20:33:00,Agra,ROBBERY,12,M,20:33:00
2024-07-14 05:30:00,Delhi,ROBBERY,32,M,05:30:00
2024-07-13 19:45:00,Chennai,TRAFFIC VIOLATION,67,F,19:45:00
2024-07-13 19:33:00,Delhi,ARSON,34,F,19:33:00
2024-07-14 03:53:00,Bangalore,TRAFFIC VIOLATION,38,M,03:53:00
2024-07-14 04:01:00,Meerut,FIREARM OFFENSE,47,F,04:01:00
2024-07-14 07:43:00,Visakhapatnam,COUNTERFEITING,56,M,07:43:00
2024-07-14 16:49:00,Hyderabad,FIREARM OFFENSE,69,F,16:49:00
2024-07-14 10:09:00,Surat,TRAFFIC VIOLATION,41,F,10:09:00
2024-07-14 17:12:00,Mumbai,ROBBERY,32,F,17:12:00
2024-07-14 15:03:00,Mumbai,VEHICLE - STOLEN,24,F,15:03:00
2024-07-14 22:45:00,Pune,BURGLARY,23,M,22:45:00
2024-07-14 07:55:00,Mumbai,IDENTITY THEFT,72,F,07:55:00
2024-07-14 19:26:00,Delhi,SHOPLIFTING,20,F,19:26:00
2024-07-14 20:01:00,Kolkata,COUNTERFEITING,69,M,20:01:00
2024-07-14 16:12:00,Bangalore,KIDNAPPING,74,F,16:12:00
2024-07-14 16:40:00,Delhi,HOMICIDE,32,M,16:40:00
2024-07-14 10:42:00,Kolkata,SHOPLIFTING,48,F,10:42:00
2024-07-14 12:13:00,Mumbai,SEXUAL ASSAULT,23,M,12:13:00
2024-07-14 17:58:00,Bangalore,COUNTERFEITING,51,F,17:58:00
2024-07-15 06:58:00,Delhi,FRAUD,30,F,06:58:00
2024-07-15 06:55:00,Bangalore,DRUG OFFENSE,71,F,06:55:00
2024-07-14 23:22:00,Kanpur,ARSON,18,F,23:22:00
2024-07-15 07:57:00,Lucknow,BURGLARY,42,F,07:57:00
2024-07-15 03:02:00,Delhi,HOMICIDE,71,F,03:02:00
2024-07-14 15:38:00,Kolkata,SHOPLIFTING,40,M,15:38:00
2024-07-15 14:16:00,Nashik,SEXUAL ASSAULT,39,F,14:16:00
2024-07-15 04:29:00,Bangalore,IDENTITY THEFT,31,F,04:29:00
2024-07-15 08:32:00,Lucknow,HOMICIDE,22,M,08:32:00
2024-07-15 11:26:00,Surat,ILLEGAL POSSESSION,44,M,11:26:00
2024-07-14 23:15:00,Mumbai,VEHICLE - STOLEN,57,M,23:15:00
2024-07-15 17:47:00,Ghaziabad,DRUG OFFENSE,38,F,17:47:00
2024-07-15 00:12:00,Hyderabad,IDENTITY THEFT,20,F,00:12:00
2024-07-15 08:31:00,Ahmedabad,ROBBERY,77,M,08:31:00
2024-07-15 23:25:00,Indore,ASSAULT,67,F,23:25:00
2024-07-15 11:12:00,Chennai,FIREARM OFFENSE,14,F,11:12:00
2024-07-15 13:30:00,Delhi,ILLEGAL POSSESSION,26,M,13:30:00
2024-07-15 03:00:00,Kolkata,ROBBERY,29,F,03:00:00
2024-07-15 14:02:00,Mumbai,CYBERCRIME,12,F,14:02:00
2024-07-16 02:37:00,Surat,KIDNAPPING,35,F,02:37:00
2024-07-15 22:15:00,Chennai,ILLEGAL POSSESSION,11,F,22:15:00
2024-07-15 11:14:00,Ahmedabad,TRAFFIC VIOLATION,73,F,11:14:00
2024-07-15 20:55:00,Pune,VEHICLE - STOLEN,13,F,20:55:00
2024-07-16 03:19:00,Bangalore,SHOPLIFTING,17,F,03:19:00
2024-07-16 07:05:00,Patna,ASSAULT,63,F,07:05:00
2024-07-15 14:47:00,Ahmedabad,VANDALISM,36,F,14:47:00
2024-07-15 19:21:00,Delhi,SEXUAL ASSAULT,25,F,19:21:00
2024-07-15 18:50:00,Bhopal,TRAFFIC VIOLATION,20,M,18:50:00
2024-07-15 16:16:00,Pune,KIDNAPPING,57,F,16:16:00
2024-07-16 10:13:00,Mumbai,ARSON,33,F,10:13:00
2024-07-15 20:00:00,Delhi,FIREARM OFFENSE,65,F,20:00:00
2024-07-16 01:21:00,Nagpur,EXTORTION,52,F,01:21:00
2024-07-16 12:55:00,Mumbai,ASSAULT,21,M,12:55:00
2024-07-15 22:25:00,Ghaziabad,CYBERCRIME,30,F,22:25:00
2024-07-16 19:11:00,Mumbai,ILLEGAL POSSESSION,47,F,19:11:00
2024-07-16 05:55:00,Pune,FRAUD,35,M,05:55:00
2024-07-16 20:57:00,Mumbai,BURGLARY,27,F,20:57:00
2024-07-16 15:40:00,Kanpur,SEXUAL ASSAULT,61,M,15:40:00
2024-07-16 21:12:00,Delhi,ASSAULT,15,M,21:12:00
2024-07-16 19:13:00,Ahmedabad,BURGLARY,20,F,19:13:00
2024-07-16 21:12:00,Bangalore,PUBLIC INTOXICATION,75,M,21:12:00
2024-07-16 13:06:00,Pune,TRAFFIC VIOLATION,38,F,13:06:00
2024-07-16 11:07:00,Mumbai,CYBERCRIME,29,F,11:07:00
2024-07-16 16:06:00,Mumbai,DRUG OFFENSE,66,M,16:06:00
2024-07-17 00:21:00,Bangalore,ROBBERY,71,F,00:21:00
2024-07-16 20:25:00,Bangalore,FIREARM OFFENSE,43,M,20:25:00
2024-07-17 02:02:00,Bangalore,PUBLIC INTOXICATION,18,F,02:02:00
2024-07-17 06:32:00,Bangalore,COUNTERFEITING,78,M,06:32:00
2024-07-16 11:50:00,Thane,FIREARM OFFENSE,70,F,11:50:00
2024-07-16 20:44:00,Hyderabad,ROBBERY,54,M,20:44:00
2024-07-16 17:22:00,Visakhapatnam,ILLEGAL POSSESSION,13,F,17:22:00
2024-07-16 21:50:00,Ludhiana,KIDNAPPING,24,F,21:50:00
2024-07-17 09:11:00,Lucknow,PUBLIC INTOXICATION,21,F,09:11:00
2024-07-17 12:01:00,Chennai,DRUG OFFENSE,32,F,12:01:00
2024-07-17 08:55:00,Lucknow,SHOPLIFTING,49,F,08:55:00
2024-07-16 18:50:00,Kanpur,FIREARM OFFENSE,13,F,18:50:00
2024-07-16 19:10:00,Agra,DOMESTIC VIOLENCE,23,F,19:10:00
2024-07-17 01:30:00,Bangalore,VANDALISM,21,F,01:30:00
2024-07-17 16:24:00,Delhi,VEHICLE - STOLEN,62,F,16:24:00
2024-07-17 12:05:00,Bangalore,PUBLIC INTOXICATION,12,F,12:05:00
2024-07-16 23:40:00,Ludhiana,ROBBERY,67,M,23:40:00
2024-07-17 17:03:00,Pune,DOMESTIC VIOLENCE,47,M,17:03:00
2024-07-17 01:28:00,Bangalore,VANDALISM,36,F,01:28:00
2024-07-17 15:00:00,Delhi,SHOPLIFTING,43,M,15:00:00
2024-07-18 00:08:00,Hyderabad,DRUG OFFENSE,30,F,00:08:00
2024-07-17 09:37:00,Jaipur,ASSAULT,18,M,09:37:00
2024-07-18 02:28:00,Ghaziabad,HOMICIDE,35,M,02:28:00
2024-07-17 12:38:00,Bangalore,TRAFFIC VIOLATION,25,F,12:38:00
2024-07-17 09:13:00,Delhi,FIREARM OFFENSE,54,F,09:13:00
2024-07-17 09:25:00,Faridabad,ARSON,65,F,09:25:00
2024-07-17 14:06:00,Mumbai,VANDALISM,43,M,14:06:00
2024-07-18 08:40:00,Delhi,FIREARM OFFENSE,51,F,08:40:00
2024-07-17 13:38:00,Pune,VEHICLE - STOLEN,49,F,13:38:00
2024-07-17 15:58:00,Kolkata,PUBLIC INTOXICATION,67,F,15:58:00
2024-07-18 00:40:00,Agra,EXTORTION,12,F,00:40:00
2024-07-17 17:36:00,Chennai,SHOPLIFTING,37,F,17:36:00
2024-07-17 21:27:00,Ahmedabad,FRAUD,49,F,21:27:00
2024-07-18 03:58:00,Pune,FIREARM OFFENSE,30,M,03:58:00
2024-07-17 21:19:00,Kolkata,FIREARM OFFENSE,15,M,21:19:00
2024-07-18 13:43:00,Bangalore,TRAFFIC VIOLATION,16,M,13:43:00
2024-07-17 19:12:00,Mumbai,TRAFFIC VIOLATION,34,F,19:12:00
2024-07-18 05:37:00,Delhi,IDENTITY THEFT,33,F,05:37:00
2024-07-18 13:08:00,Ghaziabad,DRUG OFFENSE,15,F,13:08:00
2024-07-18 11:49:00,Hyderabad,FRAUD,60,F,11:49:00
2024-07-18 21:35:00,Surat,ASSAULT,11,M,21:35:00
2024-07-18 10:29:00,Mumbai,DRUG OFFENSE,78,F,10:29:00
2024-07-18 12:30:00,Delhi,ROBBERY,59,M,12:30:00
2024-07-18 05:18:00,Ludhiana,DRUG OFFENSE,33,F,05:18:00
2024-07-18 10:18:00,Agra,SHOPLIFTING,25,F,10:18:00
2024-07-18 17:07:00,Visakhapatnam,ILLEGAL POSSESSION,76,M,17:07:00
2024-07-18 17:18:00,Kolkata,ROBBERY,23,F,17:18:00
2024-07-18 20:11:00,Mumbai,DRUG OFFENSE,53,M,20:11:00
2024-07-18 16:54:00,Surat,COUNTERFEITING,70,F,16:54:00
2024-07-19 04:33:00,Surat,SHOPLIFTING,13,F,04:33:00
2024-07-18 19:30:00,Ludhiana,VEHICLE - STOLEN,40,F,19:30:00
2024-07-18 15:52:00,Pune,CYBERCRIME,54,F,15:52:00
2024-07-18 20:57:00,Mumbai,TRAFFIC VIOLATION,19,M,20:57:00
2024-07-18 21:28:00,Delhi,COUNTERFEITING,73,F,21:28:00
2024-07-19 07:56:00,Hyderabad,ARSON,45,F,07:56:00
2024-07-18 22:03:00,Delhi,TRAFFIC VIOLATION,19,F,22:03:00
2024-07-18 18:02:00,Agra,BURGLARY,21,F,18:02:00
2024-07-19 07:01:00,Mumbai,FRAUD,34,F,07:01:00
2024-07-19 06:36:00,Bangalore,EXTORTION,24,F,06:36:00
2024-07-18 23:57:00,Ludhiana,KIDNAPPING,23,F,23:57:00
2024-07-19 13:59:00,Delhi,KIDNAPPING,72,F,13:59:00
2024-07-19 12:07:00,Varanasi,KIDNAPPING,25,F,12:07:00
2024-07-19 07:31:00,Ahmedabad,HOMICIDE,18,F,07:31:00
2024-07-19 13:58:00,Agra,DRUG OFFENSE,70,F,13:58:00
2024-07-19 08:13:00,Indore,KIDNAPPING,32,F,08:13:00
2024-07-19 21:12:00,Bangalore,SEXUAL ASSAULT,50,F,21:12:00
2024-07-19 23:18:00,Delhi,FIREARM OFFENSE,32,F,23:18:00
2024-07-19 16:35:00,Delhi,EXTORTION,24,M,16:35:00
2024-07-19 21:39:00,Hyderabad,ROBBERY,35,M,21:39:00
2024-07-19 16:40:00,Kolkata,CYBERCRIME,78,F,16:40:00
2024-07-19 20:26:00,Lucknow,SEXUAL ASSAULT,29,M,20:26:00
2024-07-19 23:27:00,Chennai,FRAUD,57,F,23:27:00
2024-07-20 02:14:00,Agra,FRAUD,32,F,02:14:00
2024-07-19 20:24:00,Jaipur,VANDALISM,11,F,20:24:00
2024-07-20 05:56:00,Patna,FRAUD,59,F,05:56:00
2024-07-20 03:00:00,Lucknow,TRAFFIC VIOLATION,62,F,03:00:00
2024-07-20 06:13:00,Jaipur,VANDALISM,68,F,06:13:00
2024-07-19 21:46:00,Faridabad,ARSON,75,F,21:46:00
2024-07-19 16:18:00,Kolkata,VANDALISM,51,F,16:18:00
2024-07-19 15:38:00,Chennai,ARSON,38,F,15:38:00
2024-07-20 04:28:00,Ludhiana,HOMICIDE,55,M,04:28:00
2024-07-20 09:28:00,Patna,SHOPLIFTING,45,F,09:28:00
2024-07-20 04:05:00,Ghaziabad,SEXUAL ASSAULT,22,F,04:05:00
2024-07-20 00:56:00,Kanpur,IDENTITY THEFT,48,F,00:56:00
2024-07-19 20:43:00,Mumbai,FRAUD,37,F,20:43:00
2024-07-20 03:51:00,Visakhapatnam,ARSON,41,F,03:51:00
2024-07-20 01:19:00,Patna,SHOPLIFTING,62,M,01:19:00
2024-07-20 12:13:00,Hyderabad,VEHICLE - STOLEN,32,F,12:13:00
2024-07-20 17:32:00,Chennai,HOMICIDE,52,F,17:32:00
2024-07-20 15:31:00,Thane,SEXUAL ASSAULT,52,F,15:31:00
2024-07-20 06:16:00,Varanasi,VANDALISM,22,F,06:16:00
2024-07-20 10:56:00,Hyderabad,ILLEGAL POSSESSION,38,M,10:56:00
2024-07-20 17:32:00,Delhi,ILLEGAL POSSESSION,51,F,17:32:00
2024-07-20 22:33:00,Thane,KIDNAPPING,64,M,22:33:00
2024-07-20 09:16:00,Kolkata,FRAUD,76,M,09:16:00
2024-07-21 03:01:00,Delhi,EXTORTION,62,M,03:01:00
2024-07-21 03:39:00,Delhi,DOMESTIC VIOLENCE,47,M,03:39:00
2024-07-20 13:19:00,Ludhiana,ASSAULT,49,M,13:19:00
2024-07-20 14:50:00,Lucknow,ARSON,19,M,14:50:00
2024-07-20 17:22:00,Ghaziabad,SHOPLIFTING,28,F,17:22:00
2024-07-20 17:30:00,Delhi,EXTORTION,76,F,17:30:00
2024-07-21 10:11:00,Bhopal,FRAUD,11,F,10:11:00
2024-07-21 02:45:00,Nagpur,ARSON,67,M,02:45:00
2024-07-21 06:21:00,Delhi,SEXUAL ASSAULT,19,F,06:21:00
2024-07-20 16:08:00,Nashik,CYBERCRIME,18,M,16:08:00
2024-07-21 04:52:00,Varanasi,COUNTERFEITING,31,F,04:52:00
2024-07-21 00:52:00,Jaipur,PUBLIC INTOXICATION,37,M,00:52:00
2024-07-21 05:48:00,Chennai,SHOPLIFTING,30,F,05:48:00
2024-07-20 19:34:00,Ahmedabad,HOMICIDE,77,F,19:34:00
2024-07-21 10:13:00,Delhi,CYBERCRIME,26,F,10:13:00
2024-07-20 20:20:00,Bangalore,DOMESTIC VIOLENCE,64,F,20:20:00
2024-07-21 05:32:00,Mumbai,SEXUAL ASSAULT,66,F,05:32:00
2024-07-21 20:22:00,Kalyan,ILLEGAL POSSESSION,36,F,20:22:00
2024-07-21 12:02:00,Mumbai,VANDALISM,20,F,12:02:00
2024-07-21 11:52:00,Nashik,BURGLARY,31,F,11:52:00
2024-07-21 18:41:00,Kanpur,ROBBERY,26,F,18:41:00
2024-07-22 00:22:00,Chennai,KIDNAPPING,49,F,00:22:00
2024-07-21 03:45:00,Pune,FIREARM OFFENSE,77,M,03:45:00
2024-07-22 01:50:00,Chennai,PUBLIC INTOXICATION,73,M,01:50:00
2024-07-21 20:27:00,Bangalore,COUNTERFEITING,61,M,20:27:00
2024-07-21 20:51:00,Bhopal,ARSON,12,M,20:51:00
2024-07-22 04:05:00,Chennai,DOMESTIC VIOLENCE,37,F,04:05:00
2024-07-21 14:22:00,Nashik,ASSAULT,68,F,14:22:00
2024-07-21 18:29:00,Mumbai,FIREARM OFFENSE,57,F,18:29:00
2024-07-21 17:50:00,Vasai,SEXUAL ASSAULT,28,F,17:50:00
2024-07-22 06:10:00,Agra,ASSAULT,64,F,06:10:00
2024-07-21 19:49:00,Mumbai,TRAFFIC VIOLATION,68,M,19:49:00
2024-07-22 02:26:00,Chennai,IDENTITY THEFT,28,M,02:26:00
2024-07-21 15:48:00,Thane,IDENTITY THEFT,14,F,15:48:00
2024-07-21 16:19:00,Ahmedabad,EXTORTION,51,M,16:19:00
2024-07-22 03:17:00,Pune,EXTORTION,66,F,03:17:00
2024-07-22 01:11:00,Rajkot,CYBERCRIME,42,F,01:11:00
2024-07-22 11:57:00,Hyderabad,ASSAULT,11,M,11:57:00
2024-07-22 17:17:00,Mumbai,ILLEGAL POSSESSION,32,F,17:17:00
2024-07-22 08:36:00,Chennai,VANDALISM,61,M,08:36:00
2024-07-21 21:35:00,Surat,TRAFFIC VIOLATION,76,F,21:35:00
2024-07-22 02:57:00,Kanpur,VANDALISM,77,F,02:57:00
2024-07-22 02:32:00,Mumbai,ASSAULT,12,F,02:32:00
2024-07-22 09:55:00,Visakhapatnam,ILLEGAL POSSESSION,79,M,09:55:00
2024-07-22 05:05:00,Pune,HOMICIDE,11,F,05:05:00
2024-07-22 03:47:00,Kolkata,VANDALISM,15,M,03:47:00
2024-07-22 20:25:00,Thane,VANDALISM,76,F,20:25:00
2024-07-22 08:52:00,Delhi,COUNTERFEITING,74,M,08:52:00
2024-07-22 11:34:00,Lucknow,EXTORTION,67,F,11:34:00
2024-07-22 13:25:00,Hyderabad,ASSAULT,36,F,13:25:00
2024-07-22 20:31:00,Jaipur,ROBBERY,66,F,20:31:00
2024-07-23 06:59:00,Bhopal,BURGLARY,63,M,06:59:00
2024-07-22 12:31:00,Srinagar,SHOPLIFTING,45,F,12:31:00
2024-07-22 23:09:00,Surat,VANDALISM,75,M,23:09:00
2024-07-23 00:48:00,Ludhiana,DRUG OFFENSE,59,F,00:48:00
2024-07-22 15:08:00,Mumbai,SHOPLIFTING,12,M,15:08:00
2024-07-22 21:01:00,Ludhiana,VANDALISM,74,F,21:01:00
2024-07-23 11:25:00,Mumbai,PUBLIC INTOXICATION,10,F,11:25:00
2024-07-23 12:02:00,Delhi,FRAUD,28,F,12:02:00
2024-07-23 02:00:00,Visakhapatnam,BURGLARY,36,F,02:00:00
2024-07-23 06:56:00,Jaipur,PUBLIC INTOXICATION,76,M,06:56:00
2024-07-22 18:38:00,Kanpur,IDENTITY THEFT,22,F,18:38:00
2024-07-23 18:48:00,Vasai,ARSON,33,F,18:48:00
2024-07-23 13:54:00,Delhi,DOMESTIC VIOLENCE,46,F,13:54:00
2024-07-23 05:31:00,Varanasi,ROBBERY,16,M,05:31:00
2024-07-23 02:50:00,Chennai,FIREARM OFFENSE,18,M,02:50:00
2024-07-23 15:22:00,Thane,VEHICLE - STOLEN,73,F,15:22:00
2024-07-23 14:28:00,Hyderabad,KIDNAPPING,77,M,14:28:00
2024-07-23 08:09:00,Bangalore,COUNTERFEITING,17,M,08:09:00
2024-07-23 21:13:00,Bangalore,KIDNAPPING,44,F,21:13:00
2024-07-23 07:11:00,Thane,VEHICLE - STOLEN,23,M,07:11:00
2024-07-23 20:10:00,Ghaziabad,ROBBERY,25,F,20:10:00
2024-07-23 15:14:00,Chennai,ASSAULT,78,F,15:14:00
2024-07-23 20:02:00,Delhi,KIDNAPPING,12,M,20:02:00
2024-07-24 06:49:00,Kanpur,FRAUD,22,F,06:49:00
2024-07-24 07:09:00,Thane,EXTORTION,16,M,07:09:00
2024-07-24 04:55:00,Visakhapatnam,EXTORTION,72,F,04:55:00
2024-07-23 19:43:00,Bangalore,HOMICIDE,32,F,19:43:00
2024-07-23 22:43:00,Bangalore,KIDNAPPING,21,F,22:43:00
2024-07-24 08:52:00,Pune,ASSAULT,43,F,08:52:00
2024-07-24 04:57:00,Bangalore,EXTORTION,18,M,04:57:00
2024-07-24 02:31:00,Thane,BURGLARY,52,F,02:31:00
